date           NoDur     Durbl     Manuf     Enrgy     HiTec     Telcm     Shops     Hlth      Utils     Other
192607     32.25     52.84     39.13     84.34     89.79    350.36     52.36     26.65     80.88     52.64
192608     32.66     60.82     40.82     83.26     92.34    353.27     50.78     26.91     86.50     53.60
192609     33.88     62.68     41.82     85.89     94.53    360.96     50.41     27.95     84.66     55.76
192610     34.04     65.53     42.08     82.60     93.42    364.16     50.40     28.08     86.00     55.67
192611     33.51     59.98     40.44     81.85     89.09    363.74     47.61     27.70     83.49     53.94
192612     35.47     58.55     41.96     80.97     93.05    369.65     49.34     29.05     86.30     55.24
192701     35.50     64.16     43.08     84.43     92.28    371.52     50.69     28.88     85.79     56.63
192702     35.94     63.42     42.93     85.27     91.18    378.52     48.93     30.13     84.10     57.83
192703     37.02     68.49     45.28     86.07     95.01    393.55     50.96     30.43     87.64     60.53
192704     37.70     69.42     45.65     80.56     95.62    500.46     52.35     30.64     87.66     61.49
192705     38.89     71.47     45.87     76.32    100.78    489.80     53.20     31.47     88.88     61.96
192706     41.97     74.73     48.48     79.58    107.86    506.18     53.49     32.53     96.82     65.64
192707     39.53     67.99     45.91     84.69     95.80    421.56     48.84     33.05    100.48     59.21
192708     41.49     76.74     50.94     87.02    107.19    437.31     53.32     36.12    105.48     62.63
192709     42.41     81.60     52.61     86.50    113.10    439.17     60.12     36.02    108.73     61.68
192710     44.70     86.10     54.85     89.05    114.04    462.04     63.12     37.99    117.36     64.27
192711     42.47     82.20     51.86     86.98    111.03    452.37     59.18     39.62    111.96     61.72
192712     45.24     85.78     57.18     90.22    122.51    465.15     65.46     40.86    118.66     64.82
192801     46.26     92.27     58.65     90.13    123.18    465.55     65.27     40.55    120.98     65.66
192802     46.48     89.05     58.18     88.30    122.64    466.92     64.76     41.46    127.73     64.72
192803     44.47     89.57     57.21     87.64    121.77    465.52     63.48     34.35    131.34     63.26
192804     46.11    114.14     61.60     92.09    144.45    468.84     68.95     37.75    139.68     66.77
192805     45.85    115.63     62.37    105.92    147.65    592.00     69.07     38.56    154.54     69.35
192806     46.14    120.74     64.40     99.88    151.13    631.15     73.32     41.86    156.48     69.21
192807     42.80    111.90     59.82     95.60    138.44    644.26     65.65     58.31    149.56     68.28
192808     43.95    115.10     60.89     96.43    139.29    636.03     68.71     59.78    147.35     67.88
192809     46.42    124.93     65.83     98.24    153.00    664.99     76.75     68.35    156.39     70.84
192810     46.77    134.42     68.36    103.11    153.33    657.74     77.85     67.22    161.39     70.97
192811     47.05    134.46     71.17    104.96    156.04    677.23     80.91     67.07    158.29     70.58
192812     50.21    138.84     80.07    122.40    186.43    722.45     92.16     70.00    192.62     77.37
192901     49.91    139.86     82.16    117.04    198.52    711.48     89.67     81.39    195.17     77.79
192902     51.53    141.48     91.08    107.91    219.26    806.64     85.71     83.93    219.97     82.03
192903     49.99    140.46     93.95    107.40    223.38    797.33     83.39     83.24    214.93     82.28
192904     47.48    137.68     91.81    118.59    232.80    823.33     78.53     81.48    207.88     80.08
192905     48.55    136.12     94.05    119.35    236.68    851.22     80.62     82.64    224.17     80.44
192906     46.49    114.42     84.41    112.19    237.44    776.63     74.75     75.74    235.28     80.14
192907     47.36    113.30     93.54    109.53    262.54    862.85     78.69     73.37    338.28     88.15
192908     48.76    109.75     97.41    109.80    286.56    980.92     78.93     75.39    369.39     93.80
192909     50.97    112.35    106.06    122.07    321.66   1088.68     84.38     77.93    402.02    100.10
192910     48.99    102.74     98.08    120.17    296.86   1065.64     80.37     72.32    410.20     94.64
192911     44.14     72.85     78.69    108.18    213.99    901.44     60.98     59.18    287.42     83.21
192912     40.64     59.26     67.20    100.87    172.53    816.12     53.15     53.62    244.41     75.72
193001     40.69     61.89     67.94    101.02    190.47    816.00     51.47     54.10    263.23     75.23
193002     42.96     66.72     72.34     99.91    210.31    825.72     53.07     55.20    281.73     78.35
193003     43.78     67.60     74.15     94.92    226.02    884.03     49.86     60.57    304.37     80.75
193004     44.87     75.04     79.13    113.05    243.62    956.18     48.83     63.93    332.80     84.63
193005     45.03     69.09     72.97    120.26    248.74    912.96     49.10     63.93    343.50     78.94
193006     45.67     72.72     71.81    115.46    237.61    917.13     48.88     68.75    338.59     78.48
193007     43.02     52.02     58.36     98.50    155.70    915.47     39.06     50.11    279.68     65.24
193008     44.23     58.23     60.92    103.18    162.04    927.09     40.18     53.14    284.25     67.33
193009     44.92     56.39     60.66    101.04    165.40    942.39     41.75     56.92    287.69     66.81
193010     40.61     46.78     52.39     86.18    134.42    883.59     37.59     51.75    252.52     59.53
193011     38.51     42.09     46.94     78.89    111.15    847.25     34.24     49.31    230.08     55.09
193012     38.41     43.67     46.60     75.50    107.28    819.44     35.05     47.28    210.44     52.01
193101     36.36     43.01     42.84     66.04     94.98    778.28     30.43     43.62    202.25     47.55
193102     38.20     46.38     44.58     69.34     99.78    815.56     32.13     47.06    214.21     52.93
193103     40.96     53.75     50.13     72.70    122.04    864.05     37.17     50.58    246.20     55.63
193104     39.96     51.64     46.52     62.18    116.17    823.11     35.39     51.29    237.62     50.03
193105     37.81     48.45     39.79     53.72    101.06    788.17     33.60     49.37    213.49     45.04
193106     33.52     39.94     33.17     46.48     87.98    717.74     32.15     43.93    189.47     37.10
193107     37.31     45.76     37.07     63.25    103.55    895.13     33.53     54.46    239.82     44.82
193108     35.85     44.77     33.13     61.07     92.86    851.47     33.07     56.17    226.82     40.43
193109     35.48     42.85     32.95     65.92     96.31    858.42     33.66     55.58    209.44     38.67
193110     26.75     27.88     23.03     48.59     63.28    661.90     23.93     38.73    139.86     28.41
193111     28.45     31.43     24.36     54.89     70.03    690.73     26.84     42.98    154.00     28.64
193112     27.10     30.24     22.44     48.85     60.08    643.52     24.41     41.32    145.93     23.33
193201     24.18     27.53     18.81     40.14     51.28    581.21     21.00     39.43    125.97     19.25
193202     24.59     25.60     18.63     38.29     45.29    557.71     20.95     38.22    122.53     20.51
193203     25.80     25.70     19.75     40.79     48.07    622.60     21.81     38.68    129.96     20.35
193204     24.24     19.95     16.84     41.17     40.64    549.81     19.90     35.83    117.04     16.96
193205     21.37     13.99     12.88     36.06     30.82    481.70     16.99     28.67     98.52     13.25
193206     16.99     11.16     10.49     32.80     21.93    429.68     12.18     18.10     71.20      9.33
193207     16.85     10.01     10.07     33.51     24.07    377.72     11.61     19.81     72.32      8.85
193208     21.21     14.78     14.21     44.71     34.69    440.70     14.74     25.71     93.22     13.76
193209     26.05     21.24     20.74     52.79     50.37    564.80     19.73     34.74    132.59     21.80
193210     25.63     22.99     20.16     46.93     47.29    555.28     19.73     30.15    126.01     20.79
193211     22.88     17.30     16.89     45.21     38.32    510.16     17.44     24.27    112.09     17.06
193212     21.32     16.61     15.16     43.49     35.15    504.45     16.41     25.20    107.45     15.94
193301     21.79     17.31     15.62     43.40     36.82    512.06     17.45     27.15    116.79     16.59
193302     22.98     17.37     16.07     42.32     37.15    513.61     17.21     26.77    111.39     18.04
193303     20.80     13.18     13.32     36.49     29.67    473.66     14.36     23.60     88.60     15.00
193304     22.74     14.36     14.75     37.88     31.30    435.22     15.41     22.58     76.97     15.50
193305     30.51     25.81     23.37     50.19     47.98    492.59     20.99     31.28     95.84     20.17
193306     34.27     33.68     29.42     59.66     57.34    578.15     25.13     38.61    113.52     26.45
193307     37.25     40.75     33.14     64.62     59.22    627.96     28.97     44.19    130.10     28.94
193308     34.74     37.91     29.31     57.12     52.72    600.63     24.97     35.58    117.53     27.03
193309     38.05     45.52     34.06     67.54     59.45    627.67     26.69     35.01    115.18     31.17
193310     34.90     38.55     30.61     66.04     49.02    594.57     24.29     33.97     92.00     25.94
193311     31.77     34.68     28.08     62.82     44.26    551.88     22.16     31.94     84.72     23.11
193312     33.21     42.93     31.57     71.29     51.74    582.83     25.14     34.46     81.50     24.28
193401     31.83     47.36     32.98     70.43     52.23    550.18     26.61     30.53     82.54     25.56
193402     35.08     53.54     36.51     76.83     60.51    582.99     32.16     35.47     99.37     30.26
193403     33.28     52.17     35.36     74.18     56.60    595.45     32.90     33.78     96.64     29.55
193404     33.31     51.98     34.87     72.83     58.14    592.22     33.93     33.46     94.69     29.70
193405     34.31     48.42     33.97     72.47     56.82    584.78     33.62     36.22     90.90     29.21
193406     33.24     41.96     30.49     69.19     53.06    559.61     31.17     35.63     82.98     27.04
193407     34.99     40.79     31.84     69.54     53.15    556.19     31.21     24.44     86.11     27.33
193408     33.14     35.16     28.11     62.43     46.86    532.11     28.88     23.97     70.95     22.50
193409     34.41     38.24     30.13     66.43     49.88    545.70     30.60     22.96     71.51     23.41
193410     34.24     38.49     29.87     64.97     49.42    545.92     30.85     23.05     72.48     23.87
193411     34.35     37.65     29.83     61.48     48.93    536.62     31.18     22.82     66.70     23.35
193412     37.13     44.02     33.49     65.60     55.43    527.33     34.26     23.40     65.76     24.61
193501     36.49     45.53     34.16     65.97     57.07    513.43     33.69     23.50     59.75     24.62
193502     35.89     43.22     33.24     63.10     57.61    511.11     32.18     23.27     57.79     22.92
193503     36.31     41.55     32.61     60.80     57.70    516.41     31.64     24.00     50.22     21.76
193504     34.41     39.96     30.97     58.49     55.00    501.99     29.92     23.17     56.10     20.45
193505     36.27     42.19     33.65     66.99     60.60    547.88     31.73     23.99     62.11     22.39
193506     36.54     43.15     34.19     69.08     62.24    593.78     32.68     22.66     70.01     23.16
193507     38.88     45.56     35.58     76.34     69.20    614.78     33.41     23.53     76.11     24.94
193508     40.00     54.20     39.50     76.57     75.79    650.08     35.55     24.43     83.18     26.69
193509     39.58     58.27     40.62     74.73     78.21    676.44     36.73     24.17     88.58     27.26
193510     39.94     64.65     42.45     72.20     83.76    694.62     36.56     24.45     86.85     27.29
193511     41.70     73.40     44.84     81.50     90.94    716.10     38.11     25.93     99.30     27.91
193512     42.02     74.98     46.64     84.67     96.17    785.66     38.84     26.07     99.56     31.48
193601     42.59     79.19     48.19     96.68     98.92    773.06     38.34     26.70    104.81     32.68
193602     43.85     82.19     50.75    111.09    105.30    805.31     36.78     27.66    117.96     36.42
193603     44.38     84.61     53.56    112.19    105.47    858.13     37.34     28.25    109.82     37.38
193604     43.22     93.18     55.03    113.98    104.96    819.15     37.99     29.28    110.32     36.18
193605     41.19     83.72     50.02    103.36     95.71    772.16     36.85     26.61    100.87     33.53
193606     43.10     85.77     53.01    102.23    100.79    822.00     38.00     27.61    110.02     35.97
193607     42.24     87.84     51.63     97.32     99.34    831.07     39.77     45.45    113.63     35.45
193608     43.41     92.08     55.72    101.84    111.27    851.37     41.42     47.67    126.94     38.99
193609     43.59     90.28     56.47    100.67    113.99    866.38     42.23     46.71    124.85     39.61
193610     43.01     93.12     57.71    101.45    112.00    858.36     44.69     46.82    121.84     40.13
193611     44.34     97.80     62.03    113.94    118.12    901.98     48.74     48.56    128.61     43.35
193612     45.84     94.43     65.05    114.33    123.56    936.91     53.64     49.86    123.66     43.25
193701     44.90     88.74     65.90    124.78    126.27    922.06     48.33     47.99    121.07     43.11
193702     45.86     95.19     68.83    127.69    137.23    914.20     48.40     49.56    123.63     43.44
193703     46.12     94.37     70.53    131.19    135.16    886.28     49.37     47.36    117.69     45.39
193704     45.46     90.37     71.91    135.73    128.41    856.52     47.47     44.75    109.92     46.44
193705     42.46     83.15     65.26    128.50    118.63    811.68     44.36     43.24    101.63     43.30
193706     42.11     80.37     65.68    127.14    119.26    824.00     41.34     43.55     95.57     41.72
193707     39.21     67.01     60.43    123.93    106.20    851.96     39.79     37.78     87.13     37.29
193708     41.07     75.78     65.95    133.63    116.26    879.79     43.64     39.32    103.83     40.41
193709     39.88     72.93     62.81    126.83    110.47    857.47     41.21     39.54     92.50     36.92
193710     35.90     63.59     51.57    110.27     94.32    828.22     35.79     35.06     81.35     30.90
193711     33.31     55.34     44.32    102.58     87.35    783.85     33.49     33.79     77.02     27.72
193712     31.03     45.35     39.74     89.39     82.28    755.74     28.32     31.72     78.53     25.46
193801     30.04     37.80     38.52     87.92     79.98    732.73     26.18     30.80     69.68     23.39
193802     30.78     41.95     37.96     88.22     77.90    714.88     27.83     31.87     65.58     23.43
193803     31.71     43.19     41.08     95.88     81.06    698.23     30.00     34.42     67.30     24.51
193804     26.53     31.39     30.41     72.18     58.07    565.33     23.73     29.26     53.88     17.15
193805     29.73     36.06     34.70     82.52     67.78    641.47     27.59     32.67     61.64     19.75
193806     29.50     33.31     32.24     77.04     65.68    646.81     26.38     33.01     62.48     18.90
193807     32.67     44.62     40.98     90.74     83.22    578.77     31.96     36.09     79.37     22.80
193808     34.99     53.46     43.85     97.07     87.93    586.16     35.31     38.14     79.71     25.19
193809     33.44     56.50     42.94     88.33     86.89    587.75     34.10     38.06     74.69     24.15
193810     33.46     56.89     43.56     88.93     87.96    583.79     33.82     37.84     75.30     23.87
193811     35.09     60.56     48.05     87.44     96.77    604.56     36.31     39.92     90.91     26.70
193812     34.03     59.13     47.14     88.50     92.25    608.42     36.19     40.28     83.84     26.59
193901     34.71     60.29     49.62     92.24     94.66    614.93     36.10     40.41     86.91     28.04
193902     33.97     55.25     44.98     86.38     87.55    626.06     34.99     40.02     87.70     25.54
193903     34.69     58.43     46.21     84.96     89.93    648.05     36.73     41.30     94.76     26.68
193904     32.53     48.12     39.00     77.75     75.94    624.74     33.32     39.28     81.61     22.65
193905     32.88     48.45     38.40     76.83     73.87    641.92     33.03     39.64     83.71     22.21
193906     34.53     51.52     41.18     78.28     79.91    677.52     36.52     41.59     88.51     24.11
193907     33.68     48.03     38.29     72.80     74.09    537.49     35.30     42.14     85.38     22.34
193908     35.66     56.43     43.15     74.88     84.52    572.42     38.35     43.40     95.89     24.95
193909     32.90     51.77     40.29     71.64     77.60    548.36     35.60     40.85     89.47     22.73
193910     34.32     63.94     51.00     90.17     86.67    553.67     35.54     43.50     92.37     28.64
193911     35.33     63.05     49.57     86.60     85.82    570.62     37.62     43.57     94.06     28.36
193912     34.85     60.17     46.24     80.26     82.80    576.08     36.29     43.88     92.10     26.70
194001     35.75     62.24     47.81     81.54     85.43    584.94     37.50     45.23     94.29     26.97
194002     36.26     59.82     45.54     79.75     81.77    584.27     36.98     44.39     93.92     26.21
194003     36.43     60.30     46.59     79.95     81.13    590.25     37.19     44.83     92.14     26.33
194004     36.86     62.53     47.19     81.19     83.06    589.54     38.39     45.46     93.38     26.88
194005     37.72     63.38     47.45     81.14     81.87    591.48     38.34     45.30     91.68     26.65
194006     29.69     45.90     36.71     60.69     64.78    507.78     29.20     35.41     72.86     20.12
194007     30.75     47.32     37.13     63.76     66.15    544.48     31.14     35.22     84.78     21.29
194008     30.86     50.11     38.65     65.65     69.42    555.20     32.49     35.02     84.52     22.13
194009     31.12     52.89     39.35     66.04     71.50    553.07     33.07     34.00     83.08     22.98
194010     31.74     54.48     40.86     64.52     73.88    554.68     33.97     35.38     80.91     23.59
194011     31.15     56.60     42.39     68.42     75.60    563.58     33.99     34.28     83.71     24.79
194012     30.79     56.28     41.36     69.54     72.60    566.66     33.06     33.43     72.17     24.42
194101     30.77     54.24     41.52     70.94     72.00    570.66     33.00     33.12     73.05     24.19
194102     30.52     49.22     38.56     70.78     70.10    558.67     31.83     32.37     71.04     23.75
194103     29.57     49.12     37.52     69.88     69.72    546.06     30.32     30.61     69.79     23.57
194104     29.60     48.19     37.66     72.06     69.35    548.17     30.55     30.95     67.06     23.84
194105     28.26     43.07     35.44     73.03     63.16    513.36     29.13     29.30     60.38     22.78
194106     27.73     42.29     36.44     76.18     62.73    515.28     29.71     28.61     57.15     22.62
194107     29.10     43.84     37.77     78.79     67.08    458.04     31.07     30.30     55.62     22.45
194108     30.61     45.48     40.36     87.44     68.14    456.20     32.57     32.70     58.25     24.20
194109     30.69     45.63     39.78     84.11     68.55    460.93     33.18     32.51     56.56     24.12
194110     31.11     47.47     38.49     83.21     67.42    455.57     33.15     32.39     54.66     23.33
194111     28.81     43.64     35.90     85.26     60.45    443.16     31.46     31.02     49.13     22.45
194112     27.66     40.97     34.97     86.08     58.61    425.02     30.04     29.88     45.57     21.74
194201     26.31     35.97     34.89     76.35     58.12    381.97     27.22     29.34     41.80     20.22
194202     26.85     38.19     34.05     75.10     58.64    376.74     26.90     28.25     43.11     22.08
194203     25.20     40.39     32.97     70.31     57.04    374.50     26.06     26.49     41.71     21.57
194204     22.94     40.88     30.96     64.54     52.82    341.97     23.77     24.94     36.29     19.44
194205     21.92     39.09     29.51     62.25     50.89    316.93     22.43     23.69     34.78     18.98
194206     23.71     42.48     29.79     65.53     54.75    341.31     24.86     26.99     37.46     19.52
194207     24.64     41.73     30.52     68.14     56.14    339.51     25.42     27.30     37.90     19.39
194208     25.12     42.51     31.30     72.00     57.14    354.61     26.48     27.59     37.45     20.57
194209     25.21     43.01     31.45     74.01     57.40    362.82     26.86     28.03     37.50     20.96
194210     25.04     44.04     32.34     75.67     59.84    363.65     26.98     28.05     39.32     21.49
194211     26.04     46.57     34.42     82.76     63.52    385.95     27.14     29.07     44.94     23.29
194212     26.55     45.98     33.26     84.03     64.67    396.19     28.51     29.36     44.14     22.45
194301     27.57     49.63     34.74     89.99     67.80    390.99     28.95     31.86     45.65     23.04
194302     29.99     52.19     37.20     95.59     74.49    405.58     31.06     32.45     52.08     24.64
194303     30.91     55.59     39.01    102.63     76.85    440.99     31.77     33.52     55.85     26.89
194304     32.11     58.22     41.15    112.05     82.07    436.96     34.44     34.91     58.07     29.37
194305     32.28     58.53     40.48    112.68     83.01    455.01     34.96     35.23     60.15     29.99
194306     34.26     61.79     42.40    118.42     87.96    475.57     37.32     36.83     62.48     31.73
194307     34.82     63.74     42.61    117.22     87.58    480.64     38.84     37.12     64.83     31.44
194308     34.11     57.59     39.70    113.59     81.08    480.14     37.89     35.84     64.30     29.76
194309     34.31     59.10     39.72    114.16     81.24    484.00     38.82     35.78     64.85     30.06
194310     34.90     60.05     40.60    117.85     85.01    484.31     39.75     37.12     66.79     30.55
194311     34.73     59.37     40.20    117.84     82.11    487.74     38.40     37.15     67.03     30.19
194312     32.93     55.73     37.29    108.49     76.56    478.95     36.40     35.49     61.28     27.79
194401     34.72     59.98     39.17    115.92     82.07    487.37     38.37     36.71     65.44     29.88
194402     35.97     60.55     39.88    116.54     82.49    491.71     38.95     36.71     64.98     31.37
194403     35.63     62.11     39.49    116.10     80.53    495.86     39.18     35.57     65.78     31.92
194404     36.47     64.99     40.20    118.10     83.06    492.58     39.85     36.39     66.51     32.58
194405     35.67     64.23     39.35    116.41     81.42    489.79     39.23     35.42     68.12     31.79
194406     37.39     68.56     41.27    121.01     84.11    503.39     41.18     37.24     69.28     32.97
194407     38.99     74.78     42.88    124.91     83.79    513.93     43.26     38.39     67.84     34.31
194408     38.72     71.10     41.99    123.18     82.23    512.04     43.11     37.76     67.80     33.95
194409     39.54     73.23     42.62    120.05     83.60    515.29     45.04     37.89     69.80     33.99
194410     39.61     73.59     42.69    118.26     82.62    509.81     45.48     37.97     68.56     34.11
194411     39.51     71.56     42.50    120.34     83.33    513.71     45.66     38.27     69.20     34.30
194412     39.73     72.39     42.47    121.49     84.32    517.04     46.41     38.17     68.70     35.59
194501     40.40     76.44     43.98    127.39     87.62    514.00     47.55     38.74     70.47     38.28
194502     41.30     77.40     45.17    133.52     88.11    503.55     47.05     38.77     74.24     38.43
194503     42.78     82.55     48.03    142.72     93.77    517.92     48.99     40.29     78.59     41.31
194504     41.33     77.48     45.58    134.98     89.68    510.36     48.23     39.48     75.70     39.67
194505     44.13     86.04     49.35    144.17     96.90    523.23     51.35     41.89     82.89     43.16
194506     45.05     86.01     49.44    141.77     98.41    542.65     54.33     43.43     84.06     44.06
194507     44.03     83.74     48.79    137.92     89.65    566.21     49.59     41.63     88.56     44.91
194508     43.30     82.95     47.31    133.16     88.10    578.61     49.11     40.85     87.93     42.42
194509     46.46     90.08     51.18    135.45     96.44    588.26     52.91     44.45     88.54     43.32
194510     49.19     92.51     54.18    137.81     99.20    592.86     55.79     47.32     94.06     45.80
194511     52.35     92.59     55.39    149.05     99.93    606.73     59.26     50.20     99.26     48.69
194512     53.98     94.27     57.68    159.66    102.31    627.07     62.62     54.24    103.67     52.59
194601     54.43     96.55     58.49    158.99    104.25    623.07     63.80     54.87    102.55     52.42
194602     57.14    102.90     63.08    158.71    111.00    635.19     70.41     58.93    113.16     56.28
194603     54.21     93.06     59.00    150.62    102.60    616.97     67.30     56.27    106.58     52.64
194604     57.51     93.93     62.25    167.08    104.14    617.93     75.05     64.48    113.07     54.76
194605     59.46     95.31     64.87    181.57    105.62    627.61     80.78     73.98    117.54     55.59
194606     61.30    101.05     67.76    186.76    110.81    645.11     82.28     77.80    120.44     57.34
194607     57.20     91.79     65.17    174.97    102.40    662.71     76.10     70.88    108.32     54.94
194608     56.62     87.42     63.02    174.63     98.83    662.34     74.88     68.52    104.33     52.08
194609     53.46     77.90     58.53    164.09     91.93    616.37     70.86     66.00     98.15     48.45
194610     47.76     66.34     52.32    150.69     82.43    579.55     66.56     61.24     89.38     41.30
194611     47.82     64.12     51.28    149.47     81.52    549.84     64.71     60.93     90.36     41.16
194612     47.00     62.85     51.74    149.01     79.47    559.56     61.01     61.42     90.56     41.05
194701     48.51     66.62     54.86    154.73     82.59    573.12     63.26     65.75     95.84     41.83
194702     48.56     73.78     55.27    153.60     87.03    578.68     65.04     62.10     95.21     41.96
194703     48.79     74.20     54.56    148.70     85.08    566.51     63.78     59.23     94.11     41.13
194704     47.58     72.16     53.54    151.98     82.56    546.91     62.04     58.30     91.40     39.48
194705     44.33     69.22     50.42    151.17     78.29    545.48     57.11     53.23     87.55     36.95
194706     43.97     67.02     49.05    153.13     77.79    539.52     56.17     51.56     85.02     36.22
194707     45.98     71.32     52.73    164.50     77.74    515.35     59.15     55.75     77.02     37.53
194708     47.96     74.98     54.67    170.55     82.59    519.52     61.65     57.05     78.58     39.71
194709     47.05     73.64     53.78    165.75     78.94    521.26     59.02     54.60     78.45     38.27
194710     46.99     73.65     53.88    160.99     79.28    518.70     57.53     53.01     78.50     37.69
194711     47.45     75.79     55.54    169.23     80.59    519.80     58.99     53.52     78.22     38.00
194712     46.26     72.87     54.28    166.01     79.79    506.27     57.27     51.56     71.99     36.85
194801     46.25     74.22     55.22    180.68     80.96    501.47     56.76     52.94     72.53     37.92
194802     44.82     70.25     52.91    167.06     76.45    502.01     55.17     48.41     72.07     37.50
194803     41.83     65.63     49.72    161.11     73.24    496.54     52.51     46.44     69.25     35.80
194804     43.80     70.21     54.27    176.66     80.83    498.94     56.02     49.20     73.41     39.04
194805     44.22     71.00     55.56    195.70     80.29    512.18     58.31     50.13     74.24     40.27
194806     46.22     80.40     59.55    206.48     90.33    524.79     63.17     53.27     78.16     42.70
194807     44.85     76.52     58.06    212.12     84.98    542.11     61.74     51.99     75.64     40.98
194808     43.93     73.16     55.09    196.69     79.33    533.16     57.00     49.66     72.17     38.89
194809     43.68     72.97     54.98    191.32     81.56    533.34     57.94     48.46     71.93     39.29
194810     41.69     69.96     53.21    182.40     78.34    524.44     57.18     46.79     70.95     37.70
194811     42.99     75.49     56.68    198.37     83.65    530.24     59.45     49.09     73.44     39.43
194812     39.95     64.82     50.15    172.67     75.60    519.19     55.85     45.80     66.42     34.94
194901     39.96     66.68     51.73    179.78     79.40    517.12     56.10     47.62     67.87     35.50
194902     41.22     68.30     51.82    172.64     78.30    510.59     56.52     49.67     70.80     35.52
194903     40.16     64.60     49.57    164.20     74.83    509.00     54.28     48.94     70.99     34.18
194904     41.18     66.61     51.09    173.57     78.55    508.23     56.39     51.44     73.17     35.49
194905     40.35     63.77     49.22    174.66     75.58    499.90     55.32     51.44     73.78     34.90
194906     39.95     60.76     47.17    163.84     71.38    488.94     55.57     50.20     73.02     33.71
194907     40.05     60.72     46.35    154.76     68.89    454.98     56.46     51.13     72.41     32.73
194908     41.87     66.43     49.04    164.22     73.63    465.95     58.90     54.08     75.56     34.05
194909     43.31     66.77     49.61    171.77     73.86    470.38     59.24     53.90     77.98     34.32
194910     44.29     68.34     51.35    176.87     76.07    468.86     60.32     54.70     80.67     35.27
194911     44.78     73.34     53.49    183.25     78.88    477.68     60.46     56.42     80.71     36.05
194912     45.21     73.46     54.36    175.04     81.59    485.54     61.31     58.60     82.85     36.16
195001     47.26     79.14     57.48    176.03     87.84    485.96     64.80     63.48     85.16     38.45
195002     47.69     80.59     58.54    174.70     91.80    494.99     64.66     64.03     87.91     39.57
195003     47.70     82.00     59.25    172.01     94.65    498.14     65.12     64.95     89.76     39.78
195004     47.16     83.38     59.44    179.98     96.27    513.60     64.47     62.86     89.68     39.23
195005     47.06     92.15     63.75    185.48    102.95    525.79     64.13     66.21     90.19     39.76
195006     47.81     96.68     67.02    201.34    102.90    536.02     65.40     68.50     91.44     40.00
195007     44.62     92.26     63.51    188.10     94.88    565.36     63.51     65.87     85.86     36.06
195008     44.66     89.58     64.85    204.04     92.08    557.87     62.91     61.15     81.10     38.67
195009     46.14     94.66     68.19    210.67     96.51    572.01     65.08     63.08     83.38     39.30
195010     48.10    102.42     71.02    217.96    100.71    561.16     69.64     66.75     86.65     41.65
195011     47.71    103.08     71.20    218.21     99.16    562.33     70.07     65.38     85.65     40.89
195012     47.28     97.60     74.07    225.32    100.56    560.87     69.70     67.77     84.17     41.99
195101     48.35     98.68     78.46    244.31    103.31    562.83     71.25     71.57     86.75     46.40
195102     50.37    107.90     83.12    259.52    111.24    573.41     73.28     73.63     90.75     49.30
195103     50.59    108.89     83.61    260.03    111.93    596.85     75.27     74.44     93.09     48.86
195104     48.91    110.03     80.74    253.62    110.03    581.93     73.70     75.47     91.29     47.06
195105     49.20    113.77     86.16    280.48    113.33    586.87     73.56     83.18     91.14     48.75
195106     48.28    105.81     83.70    269.01    109.82    584.31     71.88     84.21     90.70     46.83
195107     52.66     96.74     85.89    283.51    113.81    613.22     68.00     80.94     87.42     46.07
195108     54.26     99.74     93.01    315.21    120.56    630.49     69.56     92.29     91.76     49.64
195109     55.71    104.81     96.93    328.69    127.87    647.08     71.22     90.88     93.20     51.21
195110     55.14    107.39     96.90    326.65    131.38    637.58     73.16     89.05     93.99     52.66
195111     53.25    105.05     92.81    330.35    123.53    630.43     70.72     83.59     95.22     50.68
195112     52.85    105.25     92.21    322.86    125.83    632.66     70.92     82.65     96.34     51.29
195201     53.49    107.66     95.66    336.19    131.31    629.86     70.59     86.50     99.00     51.96
